Deal_ID,Date,Year,Month,Quarter,Region,Category,Channel,Segment,Sales_Rep,Status,Revenue,Cost,Profit,Profit_Margin,Units_Sold,Customer_Satisfaction
DL-00360,2023-11-19,2023,11,Q4,Europe,Consulting,Direct,Enterprise,Rep_01,Closed Won,12786.37,8024.78,4761.59,37.24,1,3.0
DL-00361,2023-10-23,2023,10,Q4,Europe,Software,Direct,SMB,Rep_11,Closed Lost,23290.96,11998.38,11292.58,48.48,1,2.6
DL-00362,2022-11-04,2022,11,Q4,Asia Pacific,Electronics,Direct,SMB,Rep_20,Closed Won,9841.39,5284.91,4556.48,46.3,1,3.4
DL-00363,2023-04-14,2023,4,Q2,Europe,Hardware,Partner,Enterprise,Rep_01,Closed Won,20016.21,9842.76,10173.45,50.83,3,4.0
DL-00364,2022-11-20,2022,11,Q4,Europe,Electronics,Partner,SMB,Rep_08,Closed Lost,20231.67,10521.79,9709.88,47.99,1,3.6
DL-00365,2022-03-16,2022,3,Q1,Middle East,Hardware,Direct,Enterprise,Rep_05,Closed Won,5782.21,3144.05,2638.16,45.63,1,4.0
DL-00366,2022-01-10,2022,1,Q1,Europe,Software,Reseller,Mid-Market,Rep_17,On Hold,21737.05,14175.72,7561.33,34.79,1,4.8
DL-00367,2023-04-15,2023,4,Q2,Middle East,Services,Partner,Enterprise,Rep_08,Closed Won,25361.03,14684.99,10676.04,42.1,3,3.4
DL-00368,2023-09-29,2023,9,Q3,Latin America,Electronics,Direct,Enterprise,Rep_10,Closed Won,9345.66,6824.65,2521.01,26.98,1,5.0
DL-00369,2023-07-31,2023,7,Q3,North America,Services,Partner,SMB,Rep_02,Closed Won,4138.61,1716.11,2422.5,58.53,1,4.4
DL-00370,2022-04-13,2022,4,Q2,North America,Software,Online,SMB,Rep_09,In Progress,28915.54,16657.49,12258.05,42.39,1,3.6
DL-00371,2022-03-17,2022,3,Q1,North America,Services,Direct,Startup,Rep_03,Closed Won,11697.85,7071.1,4626.75,39.55,1,3.6
DL-00372,2023-07-05,2023,7,Q3,North America,Electronics,Direct,SMB,Rep_18,Closed Lost,20927.57,15111.15,5816.42,27.79,1,3.0
DL-00373,2022-08-07,2022,8,Q3,North America,Services,Online,Enterprise,Rep_07,Closed Won,13997.77,5839.95,8157.82,58.28,1,3.8
DL-00374,2023-06-03,2023,6,Q2,Asia Pacific,Hardware,Partner,Mid-Market,Rep_15,Closed Won,19390.72,11648.49,7742.23,39.93,3,2.1
DL-00375,2022-09-29,2022,9,Q3,North America,Electronics,Partner,Enterprise,Rep_20,Closed Won,6353.35,4439.53,1913.82,30.12,1,4.8
DL-00376,2022-05-16,2022,5,Q2,North America,Electronics,Partner,Startup,Rep_18,In Progress,8220.64,3984.34,4236.3,51.53,1,1.5
DL-00377,2022-12-24,2022,12,Q4,Latin America,Electronics,Direct,SMB,Rep_03,In Progress,20887.52,14761.26,6126.26,29.33,1,3.8
DL-00378,2022-03-12,2022,3,Q1,North America,Services,Direct,SMB,Rep_14,Closed Won,5753.29,2339.66,3413.63,59.33,1,2.9
DL-00379,2022-09-08,2022,9,Q3,Latin America,Services,Partner,Enterprise,Rep_02,Closed Lost,4827.32,3168.46,1658.86,34.36,1,3.2
DL-00380,2023-01-14,2023,1,Q1,North America,Software,Direct,SMB,Rep_14,On Hold,63548.16,46173.43,17374.73,27.34,3,3.3
DL-00381,2022-10-19,2022,10,Q4,North America,Electronics,Direct,Mid-Market,Rep_11,Closed Won,6673.06,4204.16,2468.9,37.0,1,5.0
DL-00382,2022-06-11,2022,6,Q2,Asia Pacific,Software,Online,Mid-Market,Rep_16,In Progress,20973.08,11611.96,9361.12,,1,2.9
DL-00383,2023-03-25,2023,3,Q1,Asia Pacific,Services,Reseller,Enterprise,Rep_08,Closed Won,9707.53,4035.5,5672.03,58.43,1,4.5
DL-00384,2023-07-11,2023,7,Q3,Latin America,Software,Online,Enterprise,Rep_07,On Hold,48107.79,34735.74,13372.05,27.8,2,4.7
DL-00385,2023-12-22,2023,12,Q4,Asia Pacific,Consulting,Reseller,Mid-Market,Rep_11,In Progress,11784.63,6653.65,5130.98,43.54,1,1.9
DL-00386,2022-11-06,2022,11,Q4,Latin America,Electronics,Direct,Startup,Rep_03,On Hold,18463.35,7572.72,10890.63,58.99,1,3.3
DL-00387,2023-09-19,2023,9,Q3,North America,Services,Reseller,Enterprise,Rep_17,Closed Lost,6407.03,4109.71,2297.32,35.86,1,5.0
DL-00388,2023-11-01,2023,11,Q4,North America,Software,Direct,SMB,Rep_14,Closed Won,34215.59,19456.46,14759.13,43.14,1,2.7
DL-00389,2023-06-26,2023,6,Q2,Asia Pacific,Software,Reseller,Enterprise,Rep_06,On Hold,15886.54,7046.01,8840.53,55.65,1,4.8
DL-00390,2022-01-09,2022,1,Q1,Latin America,Services,Reseller,Mid-Market,Rep_08,Closed Won,21949.37,10425.84,11523.53,52.5,2,3.8
DL-00391,2023-11-15,2023,11,Q4,Middle East,Services,Online,Enterprise,Rep_05,Closed Won,6373.19,2693.13,3680.06,57.74,1,3.8
DL-00392,2023-07-22,2023,7,Q3,Europe,Consulting,Reseller,Enterprise,Rep_08,In Progress,8760.1,5264.84,3495.26,39.9,1,3.9
DL-00393,2022-11-03,2022,11,Q4,Europe,Electronics,Partner,Mid-Market,Rep_02,In Progress,10111.02,6245.68,3865.34,38.23,1,4.1
DL-00394,2023-11-11,2023,11,Q4,Asia Pacific,Electronics,Direct,Enterprise,Rep_15,On Hold,13162.87,7595.11,5567.76,42.3,1,3.0
DL-00395,2022-04-17,2022,4,Q2,North America,Services,Partner,SMB,Rep_12,Closed Won,17180.28,11785.43,5394.85,31.4,2,3.6
DL-00396,2022-05-18,2022,5,Q2,Middle East,Services,Partner,SMB,Rep_17,In Progress,5330.14,3738.31,1591.83,29.86,1,4.1
DL-00397,2022-09-28,2022,9,Q3,Latin America,Electronics,Direct,Enterprise,Rep_01,In Progress,8074.63,4969.68,3104.95,38.45,1,3.9
DL-00398,2022-04-29,2022,4,Q2,Europe,Electronics,Partner,SMB,Rep_15,Closed Won,24248.12,9807.51,14440.61,59.55,2,4.1
DL-00399,2022-04-20,2022,4,Q2,Asia Pacific,Electronics,Reseller,SMB,Rep_14,Closed Won,7541.62,4851.75,2689.87,35.67,1,3.2
DL-00400,2023-07-21,2023,7,Q3,Asia Pacific,Hardware,Direct,Enterprise,Rep_20,Closed Won,7315.17,3996.28,3318.89,45.37,1,4.3
DL-00401,2022-06-09,2022,6,Q2,North America,Electronics,Online,SMB,Rep_16,Closed Won,13856.09,8285.18,5570.91,40.21,1,3.9
DL-00402,2022-10-06,2022,10,Q4,Latin America,Software,Reseller,Mid-Market,Rep_09,On Hold,27873.2,17481.46,10391.74,37.28,1,2.5
DL-00403,2022-10-16,2022,10,Q4,Europe,Electronics,Reseller,Mid-Market,Rep_01,Closed Lost,10310.12,5387.89,4922.23,47.74,1,3.4
DL-00404,2023-09-12,2023,9,Q3,Latin America,Software,Reseller,Enterprise,Rep_17,In Progress,15726.99,11338.92,4388.07,27.9,1,3.1
DL-00405,2022-08-04,2022,8,Q3,North America,Electronics,Partner,Enterprise,Rep_13,On Hold,17734.24,7925.28,9808.96,55.31,1,3.1
DL-00406,2022-12-18,2022,12,Q4,Latin America,Software,Reseller,Enterprise,Rep_05,Closed Won,15972.65,10143.1,5829.55,36.5,1,3.4
DL-00407,2022-07-28,2022,7,Q3,Europe,Electronics,Online,SMB,Rep_10,In Progress,7599.37,3051.34,4548.03,59.85,1,4.3
DL-00408,2023-12-05,2023,12,Q4,North America,Hardware,Direct,SMB,Rep_06,Closed Won,14780.98,10695.93,4085.05,27.64,2,3.3
DL-00409,2023-10-12,2023,10,Q4,Latin America,Electronics,Partner,Mid-Market,Rep_19,In Progress,19146.08,8412.34,10733.74,56.06,1,4.0
DL-00410,2022-09-28,2022,9,Q3,North America,Software,Online,Enterprise,Rep_13,Closed Won,60499.01,26208.74,34290.27,56.68,3,3.8
DL-00411,2023-06-02,2023,6,Q2,North America,Hardware,Direct,Enterprise,Rep_01,On Hold,11839.31,6115.63,5723.68,48.34,1,3.2
DL-00412,2023-05-16,2023,5,Q2,Middle East,Services,Partner,SMB,Rep_20,Closed Won,5304.28,2815.24,2489.04,46.93,1,3.5
DL-00413,2022-09-15,2022,9,Q3,Middle East,Software,Online,Mid-Market,Rep_15,Closed Won,26234.11,12461.33,13772.78,52.5,1,4.5
DL-00414,2022-02-22,2022,2,Q1,Europe,Software,Direct,Enterprise,Rep_14,In Progress,15045.24,9099.25,5945.99,39.52,1,3.9
DL-00415,2022-04-05,2022,4,Q2,Asia Pacific,Software,Partner,SMB,Rep_08,Closed Won,10947.06,6075.84,4871.22,44.5,1,4.2
DL-00416,2023-10-12,2023,10,Q4,Europe,Services,Online,Enterprise,Rep_10,Closed Lost,7996.35,3294.19,4702.16,58.8,1,4.8
DL-00417,2023-03-10,2023,3,Q1,North America,Consulting,Partner,Mid-Market,Rep_09,Closed Won,49007.03,25085.63,23921.4,48.81,2,4.1
DL-00418,2022-10-11,2022,10,Q4,North America,Services,Direct,Mid-Market,Rep_17,In Progress,11473.52,7843.89,3629.63,31.63,1,2.3
DL-00419,2022-02-15,2022,2,Q1,Asia Pacific,Services,Direct,Enterprise,Rep_09,Closed Won,4988.51,3199.61,1788.9,35.86,1,4.0
DL-00420,2022-01-04,2022,1,Q1,Asia Pacific,Services,Direct,Enterprise,Rep_03,Closed Won,7857.07,5136.2,2720.87,34.63,1,3.3
DL-00421,2022-12-08,2022,12,Q4,Asia Pacific,Software,Reseller,SMB,Rep_11,Closed Won,23276.46,14997.98,8278.48,35.57,1,5.0
DL-00422,2022-05-14,2022,5,Q2,Asia Pacific,Electronics,Direct,Enterprise,Rep_12,Closed Lost,6446.22,3280.1,3166.12,49.12,1,4.1
DL-00423,2023-10-15,2023,10,Q4,North America,Services,Partner,Mid-Market,Rep_10,Closed Won,14284.45,6212.06,8072.39,56.51,1,3.3
DL-00424,2022-09-26,2022,9,Q3,Europe,Consulting,Direct,Mid-Market,Rep_17,Closed Won,26757.9,13254.89,13503.01,50.46,1,4.3
DL-00425,2022-06-15,2022,6,Q2,North America,Electronics,Direct,Mid-Market,Rep_17,Closed Won,7483.89,5172.3,2311.59,30.89,1,3.9
DL-00426,2023-03-29,2023,3,Q1,Europe,Services,Online,Mid-Market,Rep_11,Closed Won,4850.1,3604.42,1245.68,25.68,1,2.4
DL-00427,2023-07-19,2023,7,Q3,Europe,Electronics,Online,SMB,Rep_04,Closed Lost,26007.43,14898.26,11109.17,42.72,2,4.5
DL-00428,2023-12-24,2023,12,Q4,Latin America,Software,Direct,Enterprise,Rep_07,In Progress,20665.58,8336.39,12329.19,59.66,1,3.5
DL-00429,2023-03-14,2023,3,Q1,Europe,Electronics,Partner,Mid-Market,Rep_14,Closed Won,27200.25,12213.34,14986.91,55.1,2,4.9
DL-00430,2023-07-29,2023,7,Q3,North America,Software,Direct,SMB,Rep_07,Closed Lost,54869.28,28133.03,26736.25,48.73,2,3.7
DL-00431,2022-01-10,2022,1,Q1,North America,Hardware,Partner,Mid-Market,Rep_08,Closed Lost,13338.65,8036.6,5302.05,39.75,2,5.0
DL-00432,2022-04-25,2022,4,Q2,Asia Pacific,Software,Online,Enterprise,Rep_01,Closed Won,19147.27,8162.15,10985.12,57.37,1,4.1
DL-00433,2022-03-19,2022,3,Q1,Asia Pacific,Services,Direct,Enterprise,Rep_04,In Progress,2868.13,2094.24,773.89,26.98,1,4.6
DL-00434,2023-12-09,2023,12,Q4,North America,Hardware,Direct,Startup,Rep_12,Closed Won,9355.27,4937.52,4417.75,47.22,1,3.4
DL-00435,2022-06-02,2022,6,Q2,North America,Consulting,Direct,Enterprise,Rep_03,Closed Lost,85369.22,61415.0,23954.22,28.06,3,4.1
DL-00436,2023-07-13,2023,7,Q3,Asia Pacific,Electronics,Reseller,Startup,Rep_13,Closed Won,14736.91,9920.63,4816.28,32.68,1,2.4
DL-00437,2022-02-06,2022,2,Q1,North America,Software,Reseller,Startup,Rep_20,Closed Lost,9243.94,6141.7,3102.24,33.56,1,3.7
DL-00438,2023-01-14,2023,1,Q1,Latin America,Electronics,Direct,Mid-Market,Rep_06,Closed Lost,10703.93,6554.57,4149.36,38.76,1,2.6
DL-00439,2023-08-20,2023,8,Q3,Asia Pacific,Consulting,Online,Mid-Market,Rep_11,Closed Won,27366.8,16950.29,10416.51,38.06,1,2.9
DL-00440,2023-07-20,2023,7,Q3,North America,Consulting,Direct,SMB,Rep_04,Closed Won,17325.91,10799.26,6526.65,37.67,1,3.1
DL-00441,2022-06-01,2022,6,Q2,North America,Software,Direct,Mid-Market,Rep_20,On Hold,6937.2,4301.43,2635.77,37.99,1,4.3
DL-00442,2023-03-17,2023,3,Q1,Middle East,Hardware,Online,Enterprise,Rep_16,Closed Won,7618.02,4523.62,3094.4,40.62,1,3.7
DL-00443,2022-05-11,2022,5,Q2,Europe,Software,Reseller,SMB,Rep_07,Closed Lost,16885.2,12583.61,4301.59,25.48,1,3.8
DL-00444,2022-02-12,2022,2,Q1,Europe,Services,Reseller,SMB,Rep_11,On Hold,24262.48,15923.51,8338.97,34.37,3,3.7
DL-00445,2022-11-12,2022,11,Q4,Latin America,Electronics,Partner,SMB,Rep_01,In Progress,15777.22,10601.21,5176.01,32.81,1,4.7
DL-00446,2023-01-09,2023,1,Q1,Middle East,Hardware,Direct,SMB,Rep_07,Closed Lost,10117.14,7136.25,2980.89,29.46,1,3.8
DL-00447,2022-02-10,2022,2,Q1,Middle East,Electronics,Online,Enterprise,Rep_12,In Progress,14132.92,6719.83,7413.09,52.45,1,4.0
DL-00448,2023-01-02,2023,1,Q1,Asia Pacific,Hardware,Direct,SMB,Rep_07,In Progress,8383.86,3599.45,4784.41,57.07,1,3.3
DL-00449,2022-08-04,2022,8,Q3,Europe,Hardware,Partner,Mid-Market,Rep_07,Closed Lost,3501.85,1992.6,1509.25,43.1,1,4.7
DL-00450,2023-11-30,2023,11,Q4,North America,Services,Direct,Enterprise,Rep_10,Closed Lost,5944.71,3447.51,2497.2,42.01,1,4.8
DL-00451,2022-09-13,2022,9,Q3,Asia Pacific,Electronics,Online,Startup,Rep_16,Closed Won,25851.21,17842.86,8008.35,30.98,2,3.8
DL-00452,2023-11-14,2023,11,Q4,Europe,Software,Direct,Mid-Market,Rep_08,On Hold,27760.3,15415.97,12344.33,44.47,1,3.3
DL-00453,2022-04-16,2022,4,Q2,Europe,Electronics,Direct,Mid-Market,Rep_09,Closed Lost,12290.13,7371.6,4918.53,40.02,1,2.5
DL-00454,2022-12-29,2022,12,Q4,Latin America,Software,Reseller,SMB,Rep_09,Closed Won,31879.45,18632.74,13246.71,41.55,1,3.1
DL-00455,2023-07-28,2023,7,Q3,North America,Electronics,Direct,Mid-Market,Rep_02,In Progress,19316.92,7985.05,11331.87,58.66,1,2.1
DL-00456,2023-02-21,2023,2,Q1,Europe,Consulting,Partner,Enterprise,Rep_13,Closed Lost,81178.03,49950.89,31227.14,38.47,3,3.1
DL-00457,2023-09-28,2023,9,Q3,North America,Services,Direct,Mid-Market,Rep_13,Closed Won,10849.49,7484.14,3365.35,31.02,1,4.1
DL-00458,2022-06-08,2022,6,Q2,Europe,Software,,Enterprise,Rep_04,Closed Lost,14696.69,6688.83,8007.86,54.49,1,3.8
DL-00459,2022-08-31,2022,8,Q3,North America,Software,Direct,Mid-Market,Rep_12,Closed Won,23594.83,14346.04,9248.79,39.2,1,5.0
DL-00460,2022-06-16,2022,6,Q2,North America,Software,Direct,Startup,Rep_17,In Progress,33874.37,20587.61,13286.76,39.22,1,3.5
DL-00461,2022-07-01,2022,7,Q3,North America,Services,Reseller,Enterprise,Rep_02,Closed Won,16451.47,7525.97,8925.5,54.25,2,3.4
DL-00462,2023-02-27,2023,2,Q1,Asia Pacific,Software,Direct,Enterprise,Rep_13,In Progress,11149.11,4941.42,6207.69,55.68,1,4.7
DL-00463,2022-01-26,2022,1,Q1,Asia Pacific,Consulting,Reseller,Mid-Market,Rep_18,Closed Lost,34057.52,25305.36,8752.16,25.7,1,2.3
DL-00464,2022-07-03,2022,7,Q3,Europe,Software,Partner,Enterprise,Rep_15,Closed Won,15962.6,8584.71,7377.89,46.22,1,2.6
DL-00465,2022-12-07,2022,12,Q4,Middle East,Consulting,Partner,Mid-Market,Rep_08,On Hold,22598.45,10838.16,11760.29,52.04,1,4.3
DL-00466,2023-02-26,2023,2,Q1,Europe,Hardware,Partner,Enterprise,Rep_15,Closed Lost,12211.3,5616.75,6594.55,54.0,1,3.6
DL-00467,2023-11-17,2023,11,Q4,North America,Electronics,Partner,Enterprise,Rep_01,Closed Won,21783.97,13803.64,7980.33,36.63,1,3.7
DL-00468,2022-09-12,2022,9,Q3,Latin America,Consulting,Online,Startup,Rep_20,Closed Lost,21372.84,13108.09,8264.75,38.67,1,3.1
DL-00469,2022-10-01,2022,10,Q4,North America,Electronics,Direct,Mid-Market,Rep_10,In Progress,13861.69,8666.93,5194.76,37.48,1,4.0
DL-00470,2022-06-13,2022,6,Q2,Middle East,Hardware,Direct,Mid-Market,Rep_12,Closed Won,6119.01,2636.08,3482.93,56.92,1,3.2
DL-00471,2023-12-20,2023,12,Q4,North America,Software,Reseller,Enterprise,Rep_05,Closed Won,106136.64,75647.52,30489.12,28.73,5,3.9
DL-00472,2022-04-21,2022,4,Q2,Middle East,Hardware,Reseller,Mid-Market,Rep_09,Closed Won,9194.64,4930.56,4264.08,46.38,1,2.9
DL-00473,2023-01-27,2023,1,Q1,North America,Hardware,Reseller,SMB,Rep_08,Closed Won,5257.74,2679.76,2577.98,49.03,1,3.7
DL-00474,2022-02-09,2022,2,Q1,Latin America,Hardware,Partner,SMB,Rep_16,In Progress,15495.12,8705.57,6789.55,43.82,2,5.0
DL-00475,2023-04-27,2023,4,Q2,Europe,Hardware,Online,Mid-Market,Rep_14,Closed Lost,15770.99,8461.5,7309.49,46.35,2,3.5
DL-00476,2022-08-16,2022,8,Q3,Middle East,Software,Partner,SMB,Rep_13,Closed Won,61234.53,43002.07,18232.46,29.77,3,3.7
DL-00477,2022-07-24,2022,7,Q3,North America,Electronics,Partner,SMB,Rep_13,Closed Won,42608.21,30901.24,11706.97,27.48,3,3.6
DL-00478,2023-04-17,2023,4,Q2,Europe,Software,Direct,Enterprise,Rep_05,Closed Won,35613.8,18028.01,17585.79,49.38,1,3.9
DL-00479,2022-12-25,2022,12,Q4,Middle East,Electronics,Partner,Mid-Market,Rep_16,On Hold,12592.79,8844.89,3747.9,29.76,1,4.2
DL-00480,2022-11-09,2022,11,Q4,Europe,Services,Direct,Enterprise,Rep_11,Closed Won,9036.54,6086.41,2950.13,32.65,1,4.0
DL-00481,2022-08-22,2022,8,Q3,Asia Pacific,Software,Direct,Mid-Market,Rep_05,On Hold,21603.13,15679.18,5923.95,27.42,1,4.0
DL-00482,2022-08-17,2022,8,Q3,Asia Pacific,Consulting,Reseller,Enterprise,Rep_13,Closed Lost,24515.85,11915.01,12600.84,51.4,1,3.7
DL-00483,2022-01-25,2022,1,Q1,Europe,Services,Direct,SMB,Rep_11,Closed Won,18588.69,11189.2,7399.49,39.81,2,3.9
DL-00484,2023-11-07,2023,11,Q4,Asia Pacific,Hardware,Direct,Mid-Market,Rep_19,In Progress,8002.88,3970.15,4032.73,50.39,1,3.6
DL-00485,2022-07-17,2022,7,Q3,Europe,Electronics,Direct,Enterprise,Rep_03,Closed Lost,24379.95,16783.96,7595.99,31.16,2,2.4
DL-00486,2023-02-13,2023,2,Q1,Latin America,Hardware,Reseller,Enterprise,Rep_15,In Progress,11220.02,4508.92,6711.1,59.81,1,5.0
DL-00487,2022-12-03,2022,12,Q4,North America,Consulting,Partner,Enterprise,Rep_07,On Hold,17320.14,10352.02,6968.12,40.23,1,4.4
DL-00488,2022-10-13,2022,10,Q4,North America,Software,,SMB,Rep_07,Closed Won,10594.0,5495.33,5098.67,48.13,1,3.0
DL-00489,2022-03-13,2022,3,Q1,Middle East,Services,Online,Mid-Market,Rep_06,Closed Won,5388.43,2763.94,2624.49,48.71,1,4.0
DL-00490,2022-10-13,2022,10,Q4,Latin America,Hardware,Online,Enterprise,Rep_03,In Progress,6462.97,4043.99,2418.98,37.43,1,2.7
DL-00491,2022-12-26,2022,12,Q4,Europe,Electronics,Direct,Mid-Market,Rep_13,Closed Won,16042.06,11197.67,4844.39,30.2,1,3.4
DL-00492,2023-10-19,2023,10,Q4,Asia Pacific,Software,Online,Enterprise,Rep_07,Closed Won,18078.54,11086.09,6992.45,38.68,1,2.6
DL-00493,2023-06-06,2023,6,Q2,North America,Software,Online,SMB,Rep_05,Closed Won,35531.1,24822.4,10708.7,30.14,1,3.8
DL-00494,2023-02-14,2023,2,Q1,North America,Electronics,Online,Startup,Rep_18,Closed Won,11521.42,5675.56,5845.86,50.74,1,2.5
DL-00495,2023-11-27,2023,11,Q4,Europe,Software,Direct,Enterprise,Rep_08,In Progress,28427.43,16539.81,11887.62,41.82,1,4.1
DL-00496,2023-07-04,2023,7,Q3,Europe,Electronics,Reseller,SMB,Rep_17,Closed Won,15908.3,8871.86,7036.44,44.23,1,4.3
DL-00497,2022-12-06,2022,12,Q4,Europe,Electronics,Partner,Enterprise,Rep_20,Closed Lost,35704.14,14427.18,21276.96,59.59,2,3.1
DL-00498,2022-01-29,2022,1,Q1,North America,Electronics,Direct,Enterprise,Rep_01,Closed Lost,9211.29,5479.65,3731.64,40.51,1,3.9
DL-00499,2022-04-29,2022,4,Q2,Middle East,Consulting,Partner,Enterprise,Rep_14,Closed Won,90505.17,57157.05,33348.12,36.85,3,3.1
DL-00500,2022-09-25,2022,9,Q3,Middle East,Software,Direct,Enterprise,Rep_17,Closed Won,18572.85,11276.88,7295.97,39.28,1,4.2
DL-00501,2022-07-02,2022,7,Q3,Asia Pacific,Consulting,Direct,SMB,Rep_10,In Progress,15350.82,10096.2,5254.62,34.23,1,3.2
DL-00502,2023-08-18,2023,8,Q3,Europe,Software,Online,SMB,Rep_12,Closed Won,22430.43,13457.56,8972.87,40.0,1,4.4
DL-00503,2022-09-29,2022,9,Q3,North America,Software,Direct,SMB,Rep_16,In Progress,126336.05,53485.96,72850.09,57.66,6,2.4
DL-00504,2022-02-09,2022,2,Q1,Latin America,Software,Partner,Enterprise,Rep_14,In Progress,39113.92,17239.69,21874.23,55.92,1,3.0
DL-00505,2022-04-22,2022,4,Q2,Asia Pacific,Software,Partner,Enterprise,Rep_16,Closed Won,33796.52,20574.18,13222.34,39.12,1,2.9
DL-00506,2023-09-03,2023,9,Q3,North America,Electronics,Direct,Mid-Market,Rep_08,Closed Lost,22323.58,11077.91,11245.67,50.38,1,4.0
DL-00507,2023-03-21,2023,3,Q1,Latin America,Services,Reseller,Startup,Rep_10,Closed Lost,6805.89,2912.08,3893.81,57.21,1,4.2
DL-00508,2022-12-20,2022,12,Q4,Latin America,Electronics,Direct,Enterprise,Rep_17,Closed Won,17655.94,9717.14,7938.8,44.96,1,4.0
DL-00509,2022-11-18,2022,11,Q4,Middle East,Services,Direct,Mid-Market,Rep_18,In Progress,10012.52,5947.57,4064.95,40.6,1,3.4
DL-00510,2023-03-23,2023,3,Q1,Asia Pacific,Services,Direct,SMB,Rep_20,In Progress,24707.79,12726.02,11981.77,48.49,3,1.6
DL-00511,2023-09-13,2023,9,Q3,Asia Pacific,Electronics,Direct,SMB,Rep_16,Closed Won,14206.6,9264.86,4941.74,34.78,1,3.8
DL-00512,2023-06-08,2023,6,Q2,Europe,Electronics,Direct,SMB,Rep_17,Closed Lost,12415.08,7763.39,4651.69,37.47,1,4.4
DL-00513,2022-04-29,2022,4,Q2,Middle East,Hardware,Online,Enterprise,Rep_16,On Hold,4468.45,2307.89,2160.56,48.35,1,5.0
DL-00514,2023-01-30,2023,1,Q1,Latin America,Software,Reseller,Enterprise,Rep_19,On Hold,26812.9,17809.27,9003.63,33.58,1,3.5
DL-00515,2023-08-14,2023,8,Q3,North America,Electronics,Direct,SMB,Rep_08,Closed Lost,17366.21,10889.37,6476.84,37.3,1,3.3
DL-00516,2022-07-14,2022,7,Q3,North America,Consulting,Online,Enterprise,Rep_06,Closed Lost,16451.28,10250.89,6200.39,37.69,1,4.1
DL-00517,2022-09-18,2022,9,Q3,Europe,Electronics,Online,Startup,Rep_06,Closed Won,18814.58,11170.21,7644.37,40.63,1,3.6
DL-00518,2022-02-15,2022,2,Q1,Latin America,Services,Online,SMB,Rep_09,On Hold,11236.58,4539.43,6697.15,59.6,1,4.8
DL-00519,2023-12-27,2023,12,Q4,Middle East,Consulting,Partner,Enterprise,Rep_04,Closed Won,49795.28,32057.08,17738.2,35.62,2,3.2
DL-00520,2023-03-23,2023,3,Q1,North America,Electronics,Direct,Mid-Market,Rep_12,Closed Lost,27501.33,14620.11,12881.22,46.84,2,3.6
DL-00521,2022-01-02,2022,1,Q1,Europe,Electronics,Direct,Enterprise,Rep_12,Closed Won,15724.03,11477.18,4246.85,27.01,1,4.5
DL-00522,2023-06-17,2023,6,Q2,Europe,Electronics,Online,SMB,Rep_17,Closed Won,8934.03,6131.38,2802.65,31.37,1,4.0
DL-00523,2023-07-06,2023,7,Q3,Middle East,Software,Online,Mid-Market,Rep_15,Closed Won,16503.38,9995.98,6507.4,39.43,1,4.7
DL-00524,2023-12-05,2023,12,Q4,Latin America,Electronics,Direct,Startup,Rep_09,On Hold,36201.99,17676.12,18525.87,51.17,3,3.5
DL-00525,2023-11-18,2023,11,Q4,Latin America,Services,Direct,Mid-Market,Rep_07,Closed Won,10862.64,5119.57,5743.07,52.87,1,
DL-00526,2022-07-21,2022,7,Q3,Europe,Electronics,Reseller,Mid-Market,Rep_10,Closed Lost,35914.0,18644.2,17269.8,48.09,2,2.5
DL-00527,2023-01-08,2023,1,Q1,Europe,Software,Online,Mid-Market,Rep_16,Closed Won,32078.25,18181.91,13896.34,43.32,1,2.5
DL-00528,2023-03-18,2023,3,Q1,North America,Consulting,Reseller,Startup,Rep_12,Closed Won,43731.35,22024.11,21707.24,49.64,1,4.8
DL-00529,2022-03-13,2022,3,Q1,North America,Hardware,Online,Enterprise,Rep_07,Closed Won,12791.79,7422.12,5369.67,41.98,1,3.8
DL-00530,2023-11-12,2023,11,Q4,Latin America,Services,Direct,Enterprise,Rep_18,Closed Lost,5424.99,2483.99,2941.0,54.21,1,4.5
DL-00531,2022-12-05,2022,12,Q4,Latin America,Software,Partner,Enterprise,Rep_15,Closed Won,29146.98,21632.87,7514.11,25.78,1,3.9
DL-00532,2023-10-01,2023,10,Q4,Middle East,Services,Online,Enterprise,Rep_06,Closed Won,5387.52,2358.51,3029.01,56.22,1,3.8
DL-00533,2022-11-18,2022,11,Q4,Middle East,Software,Direct,Mid-Market,Rep_12,Closed Won,21680.64,15744.06,5936.58,27.38,1,2.7
DL-00534,2023-11-11,2023,11,Q4,Europe,Software,Partner,SMB,Rep_11,Closed Won,34431.11,24781.87,9649.24,28.02,1,3.8
DL-00535,2022-05-08,2022,5,Q2,Asia Pacific,Electronics,Online,SMB,Rep_20,On Hold,8983.44,5245.22,3738.22,41.61,1,4.9
DL-00536,2022-11-04,2022,11,Q4,Middle East,Hardware,Direct,Enterprise,Rep_03,On Hold,10581.53,6917.34,3664.19,34.63,1,3.8
DL-00537,2023-06-04,2023,6,Q2,Latin America,Software,Online,Mid-Market,Rep_02,Closed Won,11818.8,6531.27,5287.53,44.74,1,4.3
DL-00538,2022-11-13,2022,11,Q4,North America,Electronics,Partner,Enterprise,Rep_06,Closed Lost,26568.07,16485.81,10082.26,37.95,2,4.3
DL-00539,2023-11-14,2023,11,Q4,Europe,Software,Reseller,Mid-Market,Rep_05,On Hold,17933.26,9310.98,8622.28,48.08,1,3.0
